task,duration,exitcode,len_stdout,len_stderr,ram
5,21.329983949661255,0,268,0,"[ 84.08203125  89.05078125 103.03515625 103.25       103.43359375
 103.4375     103.47265625 103.48046875 103.484375   103.48828125
 103.48828125 103.57421875 103.5859375  103.5859375  103.58984375
 103.58984375 103.58984375 103.58984375 103.59375    103.59375
 103.59375    103.59375    103.59375    103.59375    103.59375
 103.59375    103.59375    103.59765625 103.59765625 103.59765625
 103.59765625 103.59765625 103.59765625 103.59765625 103.609375
 103.61328125 103.61328125 103.6171875  103.625      103.6328125
  89.85546875  89.8671875 ]"
